product_ndc,generic_name,labeler_name,brand_name,active_ingredients,finished,packaging,listing_expiration_date,openfda,marketing_category,dosage_form,spl_id,product_type,route,marketing_start_date,product_id,application_number,brand_name_base,pharm_class,marketing_end_date,brand_name_suffix,dea_schedule
84361-0004,Isopropyl Alcohol,Instock Distributing,SEDLAV,"[{'name': 'ISOPROPYL ALCOHOL', 'strength': '41 mL/59mL'}]",True,"[{'package_ndc': '84361-0004-4', 'description': '59 mL in 1 BOTTLE (84361-0004-4)', 'marketing_start_date': '20240601', 'sample': False}]",20251231,"{'manufacturer_name': ['Instock Distributing'], 'spl_set_id': ['1c472c35-e241-773f-e063-6294a90abb57'], 'is_original_packager': [True], 'unii': ['ND2M416302']}",UNAPPROVED DRUG OTHER,LIQUID,1c472571-9143-6542-e063-6394a90ad6b1,HUMAN OTC DRUG,['TOPICAL'],20240601,84361-0004_1c472571-9143-6542-e063-6394a90ad6b1,,SEDLAV,,,,
84372-050,east moon hair regrowth liquid,"Shenzhen Zhumeng Times Technology Co., Ltd.",east moon hair regrowth liquid,"[{'name': 'FALLOPIA MULTIFLORA ROOT', 'strength': '5 g/60mL'}]",True,"[{'package_ndc': '84372-050-01', 'description': '60 mL in 1 BOX (84372-050-01)', 'marketing_start_date': '20240909', 'sample': False}]",20251231,"{'manufacturer_name': ['Shenzhen Zhumeng Times Technology Co., Ltd.'], 'spl_set_id': ['21ad7737-8e00-03d0-e063-6394a90a09b3'], 'is_original_packager': [True], 'unii': ['AUZ3VD75MC']}",OTC MONOGRAPH DRUG,LOTION,21ad7737-8e01-03d0-e063-6394a90a09b3,HUMAN OTC DRUG,['TOPICAL'],20240909,84372-050_21ad7737-8e01-03d0-e063-6394a90a09b3,M016,east moon hair regrowth liquid,,,,
84509-020,"Helianthus Annuus (Sunflower) Seed 0il,Butyrospermum Parkii (Shea) Buter,Argania Spinosa Kernel 0il,Tocopherol,Centella Asiatica Extract,Ceramide NP,Soluble Collagen,Hydrolyzed Elastin,Prunus Amygdalus Dulcis (Sweet Almond) Oil",Guangzhou Senmai Biotechnology Co.,Stretch Mark Cream,"[{'name': 'ALMOND OIL', 'strength': '2000 mg/100mL'}, {'name': 'ARGAN OIL', 'strength': '2000 mg/100mL'}, {'name': 'CENTELLA ASIATICA TRITERPENOIDS', 'strength': '2000 mg/100mL'}, {'name': 'CERAMIDE NP', 'strength': '100 mg/100mL'}, {'name': 'COLLAGEN, SOLUBLE, FISH SKIN', 'strength': '100 mg/100mL'}, {'name': 'HYDROLYZED BOVINE ELASTIN (BASE', 'strength': '100 mg/100mL'}, {'name': '1000 MW)', 'strength': '4000 mg/100mL'}, {'name': 'SHEA BUTTER', 'strength': '5000 mg/100mL'}, {'name': 'SUNFLOWER OIL', 'strength': '2000 mg/100mL'}, {'name': 'TOCOPHEROL'}]",True,"[{'package_ndc': '84509-020-01', 'description': '100 mL in 1 BOTTLE (84509-020-01)', 'marketing_start_date': '20240927', 'sample': False}]",20251231,"{'manufacturer_name': ['Guangzhou Senmai Biotechnology Co.'], 'spl_set_id': ['23166cc5-c55e-2bf9-e063-6394a90a3361'], 'is_original_packager': [True], 'unii': ['66YXD4DKO9', '4V59G5UW9X', '4YS74Q4G4J', '4370DF050B', '8JC99XGU4W', 'K49155WL9Y', '3W1JG795YI', 'R0ZB2556P8']}",OTC MONOGRAPH DRUG,CREAM,23166cc5-c55f-2bf9-e063-6394a90a3361,HUMAN OTC DRUG,['TOPICAL'],20240927,84509-020_23166cc5-c55f-2bf9-e063-6394a90a3361,M016,Stretch Mark Cream,,,,
0904-2725,Sulfamethoxazole and Trimethoprim,Major Pharmaceuticals,Sulfamethoxazole and Trimethoprim,"[{'name': 'SULFAMETHOXAZOLE', 'strength': '800 mg/1'}, {'name': 'TRIMETHOPRIM', 'strength': '160 mg/1'}]",True,"[{'package_ndc': '0904-2725-61', 'description': '100 BLISTER PACK in 1 CARTON (0904-2725-61)  / 1 TABLET in 1 BLISTER PACK', 'marketing_start_date': '20100913', 'sample': False}]",20251231,"{'manufacturer_name': ['Major Pharmaceuticals'], 'rxcui': ['198335'], 'spl_set_id': ['abe0d2d5-4879-4b4e-9b57-47ea83a17ba0'], 'nui': ['N0000175504', 'M0020790', 'N0000185504', 'N0000175489', 'N0000000191', 'N0000187062', 'N0000187061'], 'pharm_class_epc': ['Sulfonamide Antimicrobial [EPC]', 'Dihydrofolate Reductase Inhibitor Antibacterial [EPC]'], 'pharm_class_cs': ['Sulfonamides [CS]'], 'pharm_class_moa': ['Cytochrome P450 2C9 Inhibitors [MoA]', 'Dihydrofolate Reductase Inhibitors [MoA]', 'Cytochrome P450 2C8 Inhibitors [MoA]', 'Organic Cation Transporter 2 Inhibitors [MoA]'], 'unii': ['JE42381TNV', 'AN164J8Y0X']}",ANDA,TABLET,608ab1f4-19e0-4593-af3b-d06c0e0e1b0e,HUMAN PRESCRIPTION DRUG,['ORAL'],20100913,0904-2725_608ab1f4-19e0-4593-af3b-d06c0e0e1b0e,ANDA076899,Sulfamethoxazole and Trimethoprim,"['Cytochrome P450 2C8 Inhibitors [MoA]', 'Cytochrome P450 2C9 Inhibitors [MoA]', 'Dihydrofolate Reductase Inhibitor Antibacterial [EPC]', 'Dihydrofolate Reductase Inhibitors [MoA]', 'Organic Cation Transporter 2 Inhibitors [MoA]', 'Sulfonamide Antimicrobial [EPC]', 'Sulfonamides [CS]']",,,
0904-5676,paroxetine hydrochloride,Major Pharmaceuticals,PAROXETINE,"[{'name': 'PAROXETINE HYDROCHLORIDE ANHYDROUS', 'strength': '10 mg/1'}]",True,"[{'package_ndc': '0904-5676-61', 'description': '100 BLISTER PACK in 1 BOX, UNIT-DOSE (0904-5676-61)  / 1 TABLET, FILM COATED in 1 BLISTER PACK', 'marketing_start_date': '20030908', 'sample': False}]",20251231,"{'manufacturer_name': ['Major Pharmaceuticals'], 'rxcui': ['1738483', '1738495', '1738503', '1738511'], 'spl_set_id': ['84b1b1f0-d375-4fda-99af-9487f8ef50c7'], 'unii': ['3I3T11UD2S']}",ANDA,"TABLET, FILM COATED",513e30a9-a550-48b0-aaf5-f2aa1008c5dc,HUMAN PRESCRIPTION DRUG,['ORAL'],20030908,0904-5676_513e30a9-a550-48b0-aaf5-f2aa1008c5dc,ANDA075356,PAROXETINE,"['Serotonin Reuptake Inhibitor [EPC]', 'Serotonin Uptake Inhibitors [MoA]']",,,
84660-051,GLYCERIN,"Guangdong Ximonth Technology Co., Ltd.",EELHOE Lash Serum,"[{'name': 'PANAX GINSENG WHOLE', 'strength': '.7 mg/3.5mg'}, {'name': 'PUMPKIN SEED', 'strength': '.525 mg/3.5mg'}]",True,"[{'package_ndc': '84660-051-01', 'description': '3.5 mg in 1 BOX (84660-051-01)', 'marketing_start_date': '20241028', 'sample': False}]",20251231,"{'manufacturer_name': ['Guangdong Ximonth Technology Co., Ltd.'], 'spl_set_id': ['258791e7-47fa-e41c-e063-6394a90a9aec'], 'is_original_packager': [True], 'unii': ['9L5JEP7MES', 'GH30P1VXK2']}",OTC MONOGRAPH DRUG,LIQUID,258791e7-47fb-e41c-e063-6394a90a9aec,HUMAN OTC DRUG,['TOPICAL'],20241028,84660-051_258791e7-47fb-e41c-e063-6394a90a9aec,M018,EELHOE Lash Serum,,,,
84682-252,Trstay Spot Dissolving Oil,Yiwu Yucheng E Commerce Co Ltd,Trstay Spot Dissolving Oil,"[{'name': 'MINOXIDIL', 'strength': '5 g/100mL'}]",True,"[{'package_ndc': '84682-252-01', 'description': '15 mL in 1 BOTTLE (84682-252-01)', 'marketing_start_date': '20241014', 'marketing_end_date': '20311031', 'sample': False}]",,"{'manufacturer_name': ['Yiwu Yucheng E Commerce Co Ltd'], 'spl_set_id': ['246d444b-d8e4-b397-e063-6294a90aa95a'], 'is_original_packager': [True], 'nui': ['N0000175379', 'N0000175564'], 'pharm_class_pe': ['Arteriolar Vasodilation [PE]'], 'pharm_class_epc': ['Arteriolar Vasodilator [EPC]'], 'unii': ['5965120SH1']}",OTC MONOGRAPH DRUG,LIQUID,246d444b-d8e5-b397-e063-6294a90aa95a,HUMAN OTC DRUG,['TOPICAL'],20241014,84682-252_246d444b-d8e5-b397-e063-6294a90aa95a,M032,Trstay Spot Dissolving Oil,"['Arteriolar Vasodilation [PE]', 'Arteriolar Vasodilator [EPC]']",20311031,,
84682-490,Trstay Milk Skin Corrector Cream,Yiwu Yucheng E Commerce Co Ltd,Trstay Milk Skin Corrector Cream,"[{'name': 'NIACINAMIDE', 'strength': '5 g/100g'}]",True,"[{'package_ndc': '84682-490-01', 'description': '100 g in 1 BOX (84682-490-01)', 'marketing_start_date': '20241021', 'marketing_end_date': '20311031', 'sample': False}]",,"{'manufacturer_name': ['Yiwu Yucheng E Commerce Co Ltd'], 'spl_set_id': ['250b9553-74eb-00be-e063-6394a90a584c'], 'is_original_packager': [True], 'unii': ['25X51I8RD4']}",OTC MONOGRAPH DRUG,CREAM,250b9553-74ec-00be-e063-6394a90a584c,HUMAN OTC DRUG,['TOPICAL'],20241021,84682-490_250b9553-74ec-00be-e063-6394a90a584c,M016,Trstay Milk Skin Corrector Cream,,20311031,,
84682-728,Trstay Keratin Hair Mask,Yiwu Yucheng E Commerce Co Ltd,Trstay Keratin Hair Mask,"[{'name': 'MINOXIDIL', 'strength': '5 g/100g'}]",True,"[{'package_ndc': '84682-728-01', 'description': '30 g in 1 BOX (84682-728-01)', 'marketing_start_date': '20241025', 'marketing_end_date': '20311031', 'sample': False}]",,"{'manufacturer_name': ['Yiwu Yucheng E Commerce Co Ltd'], 'spl_set_id': ['254b91d7-acf3-9bbc-e063-6294a90a8024'], 'is_original_packager': [True], 'nui': ['N0000175379', 'N0000175564'], 'pharm_class_pe': ['Arteriolar Vasodilation [PE]'], 'pharm_class_epc': ['Arteriolar Vasodilator [EPC]'], 'unii': ['5965120SH1']}",OTC MONOGRAPH DRUG,CREAM,254b91d7-acf4-9bbc-e063-6294a90a8024,HUMAN OTC DRUG,['TOPICAL'],20241025,84682-728_254b91d7-acf4-9bbc-e063-6294a90a8024,M032,Trstay Keratin Hair Mask,"['Arteriolar Vasodilation [PE]', 'Arteriolar Vasodilator [EPC]']",20311031,,
84712-024,A313 Cosmetic Cream With Retinyl Palmitate,"Guangdong Youbaijia Cosmetic Industry Co., Ltd",BARUBT A313 Cosmetic Cream With Retinyl Palmitate,"[{'name': 'CENTELLA ASIATICA LEAF', 'strength': '.05 g/50g'}, {'name': 'CERAMIDE NP', 'strength': '.05 g/50g'}, {'name': 'POLYGONUM CUSPIDATUM LEAF', 'strength': '.05 g/50g'}, {'name': 'RETINOL', 'strength': '.05 g/50g'}, {'name': 'ROSMARINUS OFFICINALIS FLOWER', 'strength': '.05 g/50g'}]",True,"[{'package_ndc': '84712-024-01', 'description': '50 g in 1 BOTTLE (84712-024-01)', 'marketing_start_date': '20240917', 'sample': False}]",20251231,"{'manufacturer_name': ['Guangdong Youbaijia Cosmetic Industry Co., Ltd'], 'spl_set_id': ['22639c6d-edc1-ee52-e063-6394a90af52e'], 'is_original_packager': [True], 'upc': ['9313399884290'], 'unii': ['6810070TYD', '4370DF050B', '2540B7G25G', 'G2SH0XKK91', 'NR1A27F29O']}",OTC MONOGRAPH DRUG,CREAM,22639c6d-edc2-ee52-e063-6394a90af52e,HUMAN OTC DRUG,"['CUTANEOUS', 'TOPICAL']",20240917,84712-024_22639c6d-edc2-ee52-e063-6394a90af52e,M016,BARUBT A313 Cosmetic Cream With Retinyl Palmitate,,,,
84753-018,Skpradis Dead Sea Mud Mask,"Guangdong Bisutang Biotechnology Co., Ltd.",Skpradis Dead Sea Mud Mask,"[{'name': 'KAOLIN', 'strength': '37.5 g/250g'}]",True,"[{'package_ndc': '84753-018-01', 'description': '250 g in 1 BOTTLE, PLASTIC (84753-018-01)', 'marketing_start_date': '20241009', 'sample': False}]",20251231,"{'manufacturer_name': ['Guangdong Bisutang Biotechnology Co., Ltd.'], 'spl_set_id': ['2530ff3c-0b82-2c53-e063-6294a90a06fa'], 'is_original_packager': [True], 'unii': ['24H4NWX5CO']}",OTC MONOGRAPH DRUG,EMULSION,2530ff3c-0b83-2c53-e063-6294a90a06fa,HUMAN OTC DRUG,['CUTANEOUS'],20241009,84753-018_2530ff3c-0b83-2c53-e063-6294a90a06fa,505G(a)(3),Skpradis Dead Sea Mud Mask,,,,
84756-223,Beard Oil,Yiwu Luoxin E Commerce Co Ltd,Beard Oil,"[{'name': 'MINOXIDIL', 'strength': '5 g/100mL'}]",True,"[{'package_ndc': '84756-223-01', 'description': '30 mL in 1 BOTTLE (84756-223-01)', 'marketing_start_date': '20241103', 'sample': False}]",20251231,"{'manufacturer_name': ['Yiwu Luoxin E Commerce Co Ltd'], 'spl_set_id': ['26111ed8-e179-3808-e063-6394a90a7e6f'], 'is_original_packager': [True], 'nui': ['N0000175379', 'N0000175564'], 'pharm_class_pe': ['Arteriolar Vasodilation [PE]'], 'pharm_class_epc': ['Arteriolar Vasodilator [EPC]'], 'unii': ['5965120SH1']}",OTC MONOGRAPH DRUG,LIQUID,26111ed8-e17a-3808-e063-6394a90a7e6f,HUMAN OTC DRUG,['TOPICAL'],20241103,84756-223_26111ed8-e17a-3808-e063-6394a90a7e6f,M032,Beard Oil,"['Arteriolar Vasodilation [PE]', 'Arteriolar Vasodilator [EPC]']",,,
84762-013,WOMENS PLEASURE,"Shanghai Hongmingquan Trading Co., LTD",WOMENS PLEASURE,"[{'name': 'RHUS CHINENSIS GALL', 'strength': '5 mg/5mg'}]",True,"[{'package_ndc': '84762-013-01', 'description': '10 mg in 1 BOX (84762-013-01)', 'marketing_start_date': '20241019', 'sample': False}]",20251231,"{'manufacturer_name': ['Shanghai Hongmingquan Trading Co., LTD'], 'spl_set_id': ['24d78f7d-5c93-e766-e063-6394a90af5a7'], 'is_original_packager': [True], 'upc': ['6942040212828'], 'unii': ['4W3Y2V7J3R']}",OTC MONOGRAPH DRUG,GEL,24d78f89-6d93-8122-e063-6394a90ac121,HUMAN OTC DRUG,['VAGINAL'],20241019,84762-013_24d78f89-6d93-8122-e063-6394a90ac121,M015,WOMENS PLEASURE,,,,
84827-388,Bard Growth Oil,Yiwu Ziqiu Import Export Co Ltd,Bard Growth Oil,"[{'name': 'MINOXIDIL', 'strength': '5 g/100mL'}]",True,"[{'package_ndc': '84827-388-01', 'description': '5 mL in 1 BOX (84827-388-01)', 'marketing_start_date': '20241104', 'sample': False}, {'package_ndc': '84827-388-02', 'description': '15 mL in 1 BOX (84827-388-02)', 'marketing_start_date': '20241104', 'sample': False}, {'package_ndc': '84827-388-03', 'description': '30 mL in 1 BOX (84827-388-03)', 'marketing_start_date': '20241104', 'sample': False}, {'package_ndc': '84827-388-04', 'description': '50 mL in 1 BOX (84827-388-04)', 'marketing_start_date': '20241104', 'sample': False}, {'package_ndc': '84827-388-05', 'description': '100 mL in 1 BOX (84827-388-05)', 'marketing_start_date': '20241104', 'sample': False}]",20251231,"{'manufacturer_name': ['Yiwu Ziqiu Import Export Co Ltd'], 'spl_set_id': ['2614c111-e131-a3ba-e063-6294a90aed3f'], 'is_original_packager': [True], 'nui': ['N0000175379', 'N0000175564'], 'pharm_class_pe': ['Arteriolar Vasodilation [PE]'], 'pharm_class_epc': ['Arteriolar Vasodilator [EPC]'], 'unii': ['5965120SH1']}",OTC MONOGRAPH DRUG,LIQUID,2614c111-e132-a3ba-e063-6294a90aed3f,HUMAN OTC DRUG,['TOPICAL'],20241104,84827-388_2614c111-e132-a3ba-e063-6294a90aed3f,M032,Bard Growth Oil,"['Arteriolar Vasodilation [PE]', 'Arteriolar Vasodilator [EPC]']",,,
90086-022,ZINC OXIDE,"Clean Beauty For All, Inc (dba Saie)",Slip Tint Broad Spectrum SPF 35 Sunscreen Tinted Moisturizer Shade Seven,"[{'name': 'ZINC OXIDE', 'strength': '150 mg/mL'}]",True,"[{'package_ndc': '90086-022-01', 'description': '1 TUBE in 1 CARTON (90086-022-01)  / 40 mL in 1 TUBE', 'marketing_start_date': '20210914', 'sample': False}]",20251231,"{'manufacturer_name': ['Clean Beauty For All, Inc (dba Saie)'], 'spl_set_id': ['310a07bb-d32a-401f-955e-4c2860148a30'], 'is_original_packager': [True], 'unii': ['SOI2LOH54Z']}",OTC MONOGRAPH DRUG,CREAM,190eebec-b240-7063-e063-6394a90a756c,HUMAN OTC DRUG,['TOPICAL'],20210914,90086-022_190eebec-b240-7063-e063-6394a90a756c,M020,Slip Tint Broad Spectrum SPF 35 Sunscreen Tinted Moisturizer Shade Seven,"['Copper Absorption Inhibitor [EPC]', 'Decreased Copper Ion Absorption [PE]']",,,
99207-260,imiquimod,Bausch Health US LLC,Aldara,"[{'name': 'IMIQUIMOD', 'strength': '50 mg/g'}]",True,[],20251231,"{'manufacturer_name': ['Bausch Health US LLC'], 'rxcui': ['226734', '310982'], 'spl_set_id': ['0c3aed27-7b3f-442e-9f60-f2f5c672c85d'], 'is_original_packager': [True], 'nui': ['N0000009267', 'N0000009269', 'N0000000157'], 'pharm_class_pe': ['Increased Cytokine Activity [PE]', 'Increased Cytokine Production [PE]'], 'pharm_class_moa': ['Interferon Inducers [MoA]'], 'unii': ['P1QW714R7M']}",NDA,CREAM,06f8e9e9-eba2-176e-e063-6394a90ab88e,HUMAN PRESCRIPTION DRUG,['TOPICAL'],19970227,99207-260_06f8e9e9-eba2-176e-e063-6394a90ab88e,NDA020723,Aldara,"['Increased Cytokine Activity [PE]', 'Increased Cytokine Production [PE]', 'Interferon Inducers [MoA]']",,,
84827-158,Trstay Instant Wrinkle Remover,Yiwu Xinqian E Commerce Co Ltd,Trstay Instant Wrinkle Remover,"[{'name': 'NIACINAMIDE', 'strength': '5 g/100g'}]",True,"[{'package_ndc': '84827-158-01', 'description': '30 g in 1 BOX (84827-158-01)', 'marketing_start_date': '20241030', 'marketing_end_date': '20311231', 'sample': False}]",,"{'manufacturer_name': ['Yiwu Xinqian E Commerce Co Ltd'], 'spl_set_id': ['25bfcfeb-16f7-ba4a-e063-6394a90aaa7d'], 'is_original_packager': [True], 'unii': ['25X51I8RD4']}",OTC MONOGRAPH DRUG,CREAM,25bfcfeb-16f8-ba4a-e063-6394a90aaa7d,HUMAN OTC DRUG,['TOPICAL'],20241030,84827-158_25bfcfeb-16f8-ba4a-e063-6394a90aaa7d,M016,Trstay Instant Wrinkle Remover,,20311231,,
0904-7452,Labetalol Hydrochloride,Major Pharmaceuticals,Labetalol Hydrochloride,"[{'name': 'LABETALOL HYDROCHLORIDE', 'strength': '200 mg/1'}]",True,"[{'package_ndc': '0904-7452-61', 'description': '100 BLISTER PACK in 1 CARTON (0904-7452-61)  / 1 TABLET, FILM COATED in 1 BLISTER PACK', 'marketing_start_date': '20241008', 'sample': False}]",20251231,"{'manufacturer_name': ['Major Pharmaceuticals'], 'rxcui': ['896758', '896762', '896766'], 'spl_set_id': ['35b5fd32-581d-427b-9a13-b7a02846d21d'], 'unii': ['1GEV3BAW9J']}",ANDA,"TABLET, FILM COATED",35b5fd32-581d-427b-9a13-b7a02846d21d,HUMAN PRESCRIPTION DRUG,['ORAL'],20241008,0904-7452_35b5fd32-581d-427b-9a13-b7a02846d21d,ANDA209603,Labetalol Hydrochloride,"['Adrenergic beta-Antagonists [MoA]', 'beta-Adrenergic Blocker [EPC]']",,,
0904-7378,Hydroxyzine hydrochloride,Major Pharmaceuticals,Hydroxyzine hydrochloride,"[{'name': 'HYDROXYZINE DIHYDROCHLORIDE', 'strength': '25 mg/1'}]",True,"[{'package_ndc': '0904-7378-40', 'description': '500 TABLET in 1 BOTTLE (0904-7378-40)', 'marketing_start_date': '20230801', 'sample': False}, {'package_ndc': '0904-7378-80', 'description': '1000 TABLET in 1 BOTTLE (0904-7378-80)', 'marketing_start_date': '20230801', 'sample': False}]",20251231,"{'manufacturer_name': ['Major Pharmaceuticals'], 'rxcui': ['995218', '995258', '995281'], 'spl_set_id': ['7f76580c-96a0-4b56-8986-ff5488bb9869'], 'unii': ['76755771U3']}",ANDA,TABLET,4e9960c1-80f8-49f6-a258-5884b9a2d075,HUMAN PRESCRIPTION DRUG,['ORAL'],20230801,0904-7378_4e9960c1-80f8-49f6-a258-5884b9a2d075,ANDA204279,Hydroxyzine hydrochloride,"['Antihistamine [EPC]', 'Histamine Receptor Antagonists [MoA]']",,,
0904-7411,Amitriptyline Hydrochloride,Major Pharmaceuticals,Amitriptyline Hydrochloride,"[{'name': 'AMITRIPTYLINE HYDROCHLORIDE', 'strength': '50 mg/1'}]",True,"[{'package_ndc': '0904-7411-61', 'description': '100 BLISTER PACK in 1 CARTON (0904-7411-61)  / 1 TABLET in 1 BLISTER PACK', 'marketing_start_date': '20240308', 'sample': False}]",20251231,"{'manufacturer_name': ['Major Pharmaceuticals'], 'rxcui': ['856834', '856845'], 'spl_set_id': ['29ec1221-04d8-4b21-822e-2779fcaae62c'], 'unii': ['26LUD4JO9K']}",ANDA,TABLET,29ec1221-04d8-4b21-822e-2779fcaae62c,HUMAN PRESCRIPTION DRUG,['ORAL'],20240308,0904-7411_29ec1221-04d8-4b21-822e-2779fcaae62c,ANDA217411,Amitriptyline Hydrochloride,['Tricyclic Antidepressant [EPC]'],,,
10135-173,Aspirin,Marlex Pharmaceuticals Inc,Aspirin 81 mg Enteric Coated,"[{'name': 'ASPIRIN', 'strength': '81 mg/1'}]",True,"[{'package_ndc': '10135-173-62', 'description': '120 TABLET in 1 BOTTLE (10135-173-62)', 'marketing_start_date': '20180801', 'sample': False}]",20241231,"{'manufacturer_name': ['Marlex Pharmaceuticals Inc'], 'rxcui': ['308416'], 'spl_set_id': ['660b80f4-58a6-4d7a-b8a8-f382f940f6da'], 'is_original_packager': [True], 'upc': ['0310135173624'], 'nui': ['N0000000160', 'N0000008836', 'M0001335', 'N0000175722', 'N0000175578', 'N0000008832'], 'pharm_class_moa': ['Cyclooxygenase Inhibitors [MoA]'], 'pharm_class_pe': ['Decreased Prostaglandin Production [PE]', 'Decreased Platelet Aggregation [PE]'], 'pharm_class_cs': ['Anti-Inflammatory Agents, Non-Steroidal [CS]'], 'pharm_class_epc': ['Nonsteroidal Anti-inflammatory Drug [EPC]', 'Platelet Aggregation Inhibitor [EPC]'], 'unii': ['R16CO5Y76E']}",OTC MONOGRAPH NOT FINAL,TABLET,555052ca-376e-4277-9c5c-4c76974f9447,HUMAN OTC DRUG,['ORAL'],20180801,10135-173_555052ca-376e-4277-9c5c-4c76974f9447,part343,Aspirin 81 mg Enteric Coated,"['Anti-Inflammatory Agents', 'Non-Steroidal [CS]', 'Cyclooxygenase Inhibitors [MoA]', 'Decreased Platelet Aggregation [PE]', 'Decreased Prostaglandin Production [PE]', 'Nonsteroidal Anti-inflammatory Drug [EPC]', 'Platelet Aggregation Inhibitor [EPC]']",,,
10135-687,Nadolol,Marlex Pharmaceuticals Inc,Nadolol,"[{'name': 'NADOLOL', 'strength': '40 mg/1'}]",True,"[{'package_ndc': '10135-687-01', 'description': '100 TABLET in 1 BOTTLE (10135-687-01)', 'marketing_start_date': '20200301', 'sample': False}]",20251231,"{'manufacturer_name': ['Marlex Pharmaceuticals Inc'], 'rxcui': ['198006', '198007', '198008'], 'spl_set_id': ['3332d348-4ef9-47bb-8354-3101244b299b'], 'is_original_packager': [True], 'nui': ['N0000000161', 'N0000175556'], 'pharm_class_moa': ['Adrenergic beta-Antagonists [MoA]'], 'pharm_class_epc': ['beta-Adrenergic Blocker [EPC]'], 'unii': ['FEN504330V']}",ANDA,TABLET,0bb52782-ca2e-03ce-e063-6294a90a0252,HUMAN PRESCRIPTION DRUG,['ORAL'],20200301,10135-687_0bb52782-ca2e-03ce-e063-6294a90a0252,ANDA210955,Nadolol,"['Adrenergic beta-Antagonists [MoA]', 'beta-Adrenergic Blocker [EPC]']",,,
0002-8980,Insulin glargine-aglr,Eli Lilly and Company,Rezvoglar KwikPen,"[{'name': 'INSULIN GLARGINE', 'strength': '100 [iU]/mL'}]",True,"[{'package_ndc': '0002-8980-05', 'description': '5 SYRINGE in 1 CARTON (0002-8980-05)  / 3 mL in 1 SYRINGE (0002-8980-01)', 'marketing_start_date': '20211217', 'sample': False}]",20251231,"{'manufacturer_name': ['Eli Lilly and Company'], 'rxcui': ['2589008', '2589014'], 'spl_set_id': ['f6af8706-2058-4fe1-99c8-43684c20bfa2'], 'is_original_packager': [True], 'nui': ['M0011417', 'N0000175453'], 'pharm_class_cs': ['Insulin [CS]'], 'pharm_class_epc': ['Insulin Analog [EPC]'], 'unii': ['2ZM8CX04RZ']}",BLA,"INJECTION, SOLUTION",a9e95b4c-e280-4bef-a3dd-4907bfad6b4d,HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],20211217,0002-8980_a9e95b4c-e280-4bef-a3dd-4907bfad6b4d,BLA761215,Rezvoglar,"['Insulin Analog [EPC]', 'Insulin [CS]']",,KwikPen,
10738-054,COLLOIDAL OATMEAL,Genuine Virgin Aloe Corporation,TRIDERMA ECZEMA FAST HEALING FACE AND BODY,"[{'name': 'OATMEAL', 'strength': '1.5 g/100g'}]",True,"[{'package_ndc': '10738-054-20', 'description': '1 TUBE in 1 CARTON (10738-054-20)  / 62 g in 1 TUBE (10738-054-25)', 'marketing_start_date': '20191001', 'sample': False}, {'package_ndc': '10738-054-40', 'description': '1 TUBE in 1 CARTON (10738-054-40)  / 119 g in 1 TUBE (10738-054-45)', 'marketing_start_date': '20191001', 'sample': False}, {'package_ndc': '10738-054-50', 'description': '1 TUBE in 1 CARTON (10738-054-50)  / 14 g in 1 TUBE (10738-054-55)', 'marketing_start_date': '20191001', 'sample': False}, {'package_ndc': '10738-054-65', 'description': '170 g in 1 TUBE (10738-054-65)', 'marketing_start_date': '20191001', 'sample': False}]",20241231,"{'manufacturer_name': ['Genuine Virgin Aloe Corporation'], 'rxcui': ['1654721'], 'spl_set_id': ['c062502b-f77f-4715-99f8-307e079d0d82'], 'is_original_packager': [True], 'nui': ['N0000185371', 'N0000185375', 'N0000175629', 'N0000184306', 'M0000728', 'M0006342', 'M0016962', 'N0000185016'], 'pharm_class_epc': ['Non-Standardized Food Allergenic Extract [EPC]', 'Non-Standardized Plant Allergenic Extract [EPC]'], 'pharm_class_pe': ['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]'], 'pharm_class_cs': ['Allergens [CS]', 'Dietary Proteins [CS]', 'Plant Proteins [CS]'], 'unii': ['8PI54V663Y']}",OTC MONOGRAPH FINAL,CREAM,f394e011-25f8-0783-e053-2995a90a60ed,HUMAN OTC DRUG,['TOPICAL'],20191001,10738-054_f394e011-25f8-0783-e053-2995a90a60ed,part347,TRIDERMA ECZEMA FAST HEALING FACE AND BODY,"['Allergens [CS]', 'Cell-mediated Immunity [PE]', 'Dietary Proteins [CS]', 'Grain Proteins [EXT]', 'Increased Histamine Release [PE]', 'Non-Standardized Food Allergenic Extract [EPC]', 'Non-Standardized Plant Allergenic Extract [EPC]', 'Plant Proteins [CS]']",,,
